"Time","T0129",""
"and","500.00",""
"Date","Dir. Vento (�)",""
"","Mean","Qual"
00:00:00 29/09/2020,         356,      1
00:00:00 30/09/2020,          17,      1
00:00:00 01/10/2020,         343,      1
00:00:00 02/10/2020,         127,      1
00:00:00 03/10/2020,         131,      1
00:00:00 04/10/2020,          71,      1
00:00:00 05/10/2020,         343,      1
00:00:00 06/10/2020,          44,      1
00:00:00 07/10/2020,         333,      1
00:00:00 08/10/2020,         355,      1
00:00:00 09/10/2020,          26,      1
00:00:00 10/10/2020,         339,      1
00:00:00 11/10/2020,          13,      1
00:00:00 12/10/2020,           9,      1
00:00:00 13/10/2020,         345,      1
00:00:00 14/10/2020,         349,      1
00:00:00 15/10/2020,         338,      1
00:00:00 16/10/2020,         347,      1
00:00:00 17/10/2020,          35,      1
00:00:00 18/10/2020,          13,      1
00:00:00 19/10/2020,          68,      1
00:00:00 20/10/2020,          19,      1
00:00:00 21/10/2020,          39,      1
00:00:00 22/10/2020,          23,      1
00:00:00 23/10/2020,         335,      1
00:00:00 24/10/2020,         322,      1
00:00:00 25/10/2020,         346,      1
00:00:00 26/10/2020,          31,      1
00:00:00 27/10/2020,         335,      1
00:00:00 28/10/2020,           1,      1
00:00:00 29/10/2020,           6,      1
00:00:00 30/10/2020,          40,      1
00:00:00 31/10/2020,          12,      1
00:00:00 01/11/2020,           3,      1
00:00:00 02/11/2020,          68,      1
00:00:00 03/11/2020,         311,      1
00:00:00 04/11/2020,          25,      1
00:00:00 05/11/2020,         355,      1
00:00:00 06/11/2020,           6,      1
00:00:00 07/11/2020,           4,      1
00:00:00 08/11/2020,           2,      1
00:00:00 09/11/2020,         360,      1
00:00:00 10/11/2020,           4,      1
00:00:00 11/11/2020,          11,      1
00:00:00 12/11/2020,         336,      1
00:00:00 13/11/2020,           8,      1
00:00:00 14/11/2020,          18,      1
00:00:00 15/11/2020,          21,      1
00:00:00 16/11/2020,         344,      1
00:00:00 17/11/2020,          25,      1
00:00:00 18/11/2020,           8,      1
00:00:00 19/11/2020,           8,      1
00:00:00 20/11/2020,         313,      1
00:00:00 21/11/2020,          11,      1
00:00:00 22/11/2020,           6,      1
00:00:00 23/11/2020,         354,      1
00:00:00 24/11/2020,         359,      1
00:00:00 25/11/2020,           8,      1
00:00:00 26/11/2020,          19,      1
00:00:00 27/11/2020,          16,      1
00:00:00 28/11/2020,          14,      1
00:00:00 29/11/2020,         357,      1
00:00:00 30/11/2020,          19,      1
00:00:00 01/12/2020,         322,      1
00:00:00 02/12/2020,         341,      1
00:00:00 03/12/2020,          54,      1
00:00:00 04/12/2020,         324,      1
00:00:00 05/12/2020,         305,      1
00:00:00 06/12/2020,         332,      1
00:00:00 07/12/2020,          31,      1
00:00:00 08/12/2020,           8,      1
00:00:00 09/12/2020,          49,      1
00:00:00 10/12/2020,           1,      1
00:00:00 11/12/2020,         336,      1
00:00:00 12/12/2020,           0,      1
00:00:00 13/12/2020,           8,      1
00:00:00 14/12/2020,           0,      1
00:00:00 15/12/2020,         347,      1
00:00:00 16/12/2020,           5,      1
00:00:00 17/12/2020,           9,      1
00:00:00 18/12/2020,          11,      1
00:00:00 19/12/2020,         341,      1
00:00:00 20/12/2020,         333,      1
00:00:00 21/12/2020,         326,      1
00:00:00 22/12/2020,           0,      1
00:00:00 23/12/2020,         340,      1
00:00:00 24/12/2020,         318,      1
00:00:00 25/12/2020,         351,      1
00:00:00 26/12/2020,         329,      1
00:00:00 27/12/2020,          21,      1
00:00:00 28/12/2020,         323,      1
00:00:00 29/12/2020,         339,      1
00:00:00 30/12/2020,         341,      1
00:00:00 31/12/2020,         352,      1
00:00:00 01/01/2021,         324,      1
00:00:00 02/01/2021,         327,      1
00:00:00 03/01/2021,         328,      1
00:00:00 04/01/2021,          11,      1
00:00:00 05/01/2021,         346,      1
00:00:00 06/01/2021,         338,      1
00:00:00 07/01/2021,         346,      1
00:00:00 08/01/2021,          19,      1
00:00:00 09/01/2021,           5,      1
00:00:00 10/01/2021,           1,      1
00:00:00 11/01/2021,          17,      1
00:00:00 12/01/2021,         356,      1
00:00:00 13/01/2021,          30,      1
00:00:00 14/01/2021,          20,      1
00:00:00 15/01/2021,           6,      1
00:00:00 16/01/2021,          33,      1
00:00:00 17/01/2021,          11,      1
00:00:00 18/01/2021,          31,      1
00:00:00 19/01/2021,           9,      1
00:00:00 20/01/2021,          41,      1
00:00:00 21/01/2021,         320,      1
00:00:00 22/01/2021,         323,      1
00:00:00 23/01/2021,         353,      1
00:00:00 24/01/2021,           7,      1
00:00:00 25/01/2021,         354,      1
00:00:00 26/01/2021,         352,      1
00:00:00 27/01/2021,         359,      1
00:00:00 28/01/2021,          16,      1
00:00:00 29/01/2021,          16,      1
00:00:00 30/01/2021,           2,      1
00:00:00 31/01/2021,          54,      1
00:00:00 01/02/2021,         360,      1
00:00:00 02/02/2021,          10,      1
00:00:00 03/02/2021,         318,      1
00:00:00 04/02/2021,          32,      1
00:00:00 05/02/2021,           2,      1
00:00:00 06/02/2021,         340,      1
00:00:00 07/02/2021,         323,      1
00:00:00 08/02/2021,           1,      1
00:00:00 09/02/2021,         342,      1
00:00:00 10/02/2021,         342,      1
00:00:00 11/02/2021,         343,      1
00:00:00 12/02/2021,         309,      1
00:00:00 13/02/2021,          17,      1
00:00:00 14/02/2021,         352,      1
00:00:00 15/02/2021,         349,      1
00:00:00 16/02/2021,           4,      1
00:00:00 17/02/2021,          43,      1
00:00:00 18/02/2021,         358,      1
00:00:00 19/02/2021,         351,      1
00:00:00 20/02/2021,         345,      1
00:00:00 21/02/2021,         342,      1
00:00:00 22/02/2021,           1,      1
00:00:00 23/02/2021,         356,      1
00:00:00 24/02/2021,         359,      1
00:00:00 25/02/2021,         354,      1
00:00:00 26/02/2021,         356,      1
00:00:00 27/02/2021,          13,      1
00:00:00 28/02/2021,         352,      1
00:00:00 01/03/2021,         358,      1
00:00:00 02/03/2021,          14,      1
00:00:00 03/03/2021,           7,      1
00:00:00 04/03/2021,           6,      1
00:00:00 05/03/2021,          10,      1
00:00:00 06/03/2021,           5,      1
00:00:00 07/03/2021,          11,      1
00:00:00 08/03/2021,           4,      1
00:00:00 09/03/2021,          13,      1
00:00:00 10/03/2021,          11,      1
00:00:00 11/03/2021,          18,      1
00:00:00 12/03/2021,         347,      1
00:00:00 13/03/2021,          91,      1
00:00:00 14/03/2021,          18,      1
00:00:00 15/03/2021,         323,      1
00:00:00 16/03/2021,         348,      1
00:00:00 17/03/2021,         351,      1
00:00:00 18/03/2021,         349,      1
00:00:00 19/03/2021,          38,      1
00:00:00 20/03/2021,         345,      1
00:00:00 21/03/2021,          69,      1
00:00:00 22/03/2021,         318,      1
00:00:00 23/03/2021,         318,      1
00:00:00 24/03/2021,           4,      1
00:00:00 25/03/2021,           9,      1
00:00:00 26/03/2021,          14,      1
00:00:00 27/03/2021,          49,      1
00:00:00 28/03/2021,          12,      1
00:00:00 29/03/2021,         333,      1
00:00:00 30/03/2021,           3,      1
00:00:00 31/03/2021,         351,      1
00:00:00 01/04/2021,         348,      1
00:00:00 02/04/2021,         351,      1
00:00:00 03/04/2021,         353,      1
00:00:00 04/04/2021,         332,      1
00:00:00 05/04/2021,         112,      1
00:00:00 06/04/2021,         347,      1
00:00:00 07/04/2021,          11,      1
00:00:00 08/04/2021,          29,      1
00:00:00 09/04/2021,         359,      1
00:00:00 10/04/2021,         342,      1
00:00:00 11/04/2021,         316,      1
00:00:00 12/04/2021,         319,      1
00:00:00 13/04/2021,          37,      1
00:00:00 14/04/2021,         317,      1
00:00:00 15/04/2021,         331,      1
00:00:00 16/04/2021,          16,      1
00:00:00 17/04/2021,         352,      1
00:00:00 18/04/2021,         140,      1
00:00:00 19/04/2021,          34,      1
00:00:00 20/04/2021,          59,      1
00:00:00 21/04/2021,          85,      1
00:00:00 22/04/2021,         355,      1
00:00:00 23/04/2021,         352,      1
00:00:00 24/04/2021,         339,      1
00:00:00 25/04/2021,         347,      1
00:00:00 26/04/2021,         349,      1
00:00:00 27/04/2021,         201,      1
00:00:00 28/04/2021,         128,      1
00:00:00 29/04/2021,          85,      1
00:00:00 30/04/2021,         141,      1
00:00:00 01/05/2021,         341,      1
00:00:00 02/05/2021,         313,      1
00:00:00 03/05/2021,          13,      1
00:00:00 04/05/2021,         113,      1
00:00:00 05/05/2021,         102,      1
00:00:00 06/05/2021,          46,      1
00:00:00 07/05/2021,          36,      1
00:00:00 08/05/2021,          20,      1
00:00:00 09/05/2021,           4,      1
00:00:00 10/05/2021,          76,      1
00:00:00 11/05/2021,         321,      1
00:00:00 12/05/2021,          27,      1
00:00:00 13/05/2021,         160,      1
00:00:00 14/05/2021,          21,      1
00:00:00 15/05/2021,         112,      1
00:00:00 16/05/2021,         355,      1
00:00:00 17/05/2021,           3,      1
00:00:00 18/05/2021,          24,      1
00:00:00 19/05/2021,         324,      1
00:00:00 20/05/2021,         348,      1
00:00:00 21/05/2021,         131,      1
00:00:00 22/05/2021,         178,      1
00:00:00 23/05/2021,          50,      1
00:00:00 24/05/2021,         329,      1
00:00:00 25/05/2021,         309,      1
00:00:00 26/05/2021,         359,      1
00:00:00 27/05/2021,          36,      1
00:00:00 28/05/2021,         104,      1
00:00:00 29/05/2021,          20,      1
00:00:00 30/05/2021,         336,      1
00:00:00 31/05/2021,         134,      1
00:00:00 01/06/2021,         155,      1
00:00:00 02/06/2021,         129,      1
00:00:00 03/06/2021,           3,      1
00:00:00 04/06/2021,          51,      1
00:00:00 05/06/2021,         355,      1
00:00:00 06/06/2021,          11,      1
00:00:00 07/06/2021,           4,      1
00:00:00 08/06/2021,         353,      1
00:00:00 09/06/2021,           3,      1
00:00:00 10/06/2021,          67,      1
00:00:00 11/06/2021,         108,      1
00:00:00 12/06/2021,         357,      1
00:00:00 13/06/2021,           4,      1
00:00:00 14/06/2021,         187,      1
00:00:00 15/06/2021,         294,      1
00:00:00 16/06/2021,         104,      1
00:00:00 17/06/2021,         123,      1
00:00:00 18/06/2021,         102,      1
00:00:00 19/06/2021,          68,      1
00:00:00 20/06/2021,          87,      1
00:00:00 21/06/2021,         137,      1
00:00:00 22/06/2021,         117,      1
00:00:00 23/06/2021,          54,      1
00:00:00 24/06/2021,         121,      1
00:00:00 25/06/2021,         355,      1
00:00:00 26/06/2021,           9,      1
00:00:00 27/06/2021,         283,      1
00:00:00 28/06/2021,         109,      1
00:00:00 29/06/2021,         127,      1
00:00:00 30/06/2021,          31,      1
00:00:00 01/07/2021,         352,      1
00:00:00 02/07/2021,         329,      1
00:00:00 03/07/2021,         348,      1
00:00:00 04/07/2021,         323,      1
00:00:00 05/07/2021,         339,      1
00:00:00 06/07/2021,          88,      1
00:00:00 07/07/2021,         105,      1
00:00:00 08/07/2021,           9,      1
00:00:00 09/07/2021,         339,      1
00:00:00 10/07/2021,          92,      1
00:00:00 11/07/2021,         347,      1
00:00:00 12/07/2021,         107,      1
00:00:00 13/07/2021,          13,      1
00:00:00 14/07/2021,          26,      1
00:00:00 15/07/2021,         327,      1
00:00:00 16/07/2021,         350,      1
00:00:00 17/07/2021,          13,      1
00:00:00 18/07/2021,          26,      1
00:00:00 19/07/2021,         315,      1
00:00:00 20/07/2021,         355,      1
00:00:00 21/07/2021,         335,      1
00:00:00 22/07/2021,         360,      1
00:00:00 23/07/2021,         339,      1
00:00:00 24/07/2021,         138,      1
00:00:00 25/07/2021,         345,      1
00:00:00 26/07/2021,         325,      1
00:00:00 27/07/2021,          12,      1
00:00:00 28/07/2021,          60,      1
00:00:00 29/07/2021,           6,      1
00:00:00 30/07/2021,          88,      1
00:00:00 31/07/2021,         313,      1
00:00:00 01/08/2021,         331,      1
00:00:00 02/08/2021,          27,      1
00:00:00 03/08/2021,         353,      1
00:00:00 04/08/2021,         351,      1
00:00:00 05/08/2021,         317,      1
00:00:00 06/08/2021,          13,      1
00:00:00 07/08/2021,         102,      1
00:00:00 08/08/2021,          33,      1
00:00:00 09/08/2021,          61,      1
00:00:00 10/08/2021,          11,      1
00:00:00 11/08/2021,          17,      1
00:00:00 12/08/2021,          10,      1
00:00:00 13/08/2021,           2,      1
00:00:00 14/08/2021,           9,      1
00:00:00 15/08/2021,         358,      1
00:00:00 16/08/2021,         335,      1
00:00:00 17/08/2021,         334,      1
00:00:00 18/08/2021,         328,      1
00:00:00 19/08/2021,          44,      1
00:00:00 20/08/2021,          83,      1
00:00:00 21/08/2021,           9,      1
00:00:00 22/08/2021,          13,      1
00:00:00 23/08/2021,         335,      1
00:00:00 24/08/2021,          17,      1
00:00:00 25/08/2021,         136,      1
00:00:00 26/08/2021,          90,      1
00:00:00 27/08/2021,         338,      1
00:00:00 28/08/2021,          66,      1
00:00:00 29/08/2021,          59,      1
00:00:00 30/08/2021,          23,      1
00:00:00 31/08/2021,          44,      1
00:00:00 01/09/2021,          35,      1
00:00:00 02/09/2021,           6,      1
00:00:00 03/09/2021,          71,      1
00:00:00 04/09/2021,          36,      1
00:00:00 05/09/2021,          69,      1
00:00:00 06/09/2021,          60,      1
00:00:00 07/09/2021,          34,      1
00:00:00 08/09/2021,          82,      1
00:00:00 09/09/2021,          45,      1
00:00:00 10/09/2021,          55,      1
00:00:00 11/09/2021,          30,      1
00:00:00 12/09/2021,          18,      1
00:00:00 13/09/2021,          24,      1
00:00:00 14/09/2021,          20,      1
00:00:00 15/09/2021,          18,      1
00:00:00 16/09/2021,         327,      1
00:00:00 17/09/2021,          43,      1
00:00:00 18/09/2021,          41,      1
00:00:00 19/09/2021,         330,      1
00:00:00 20/09/2021,          49,      1
00:00:00 21/09/2021,          23,      1
00:00:00 22/09/2021,         345,      1
00:00:00 23/09/2021,         329,      1
00:00:00 24/09/2021,           9,      1
00:00:00 25/09/2021,           8,      1
00:00:00 26/09/2021,          89,      1
00:00:00 27/09/2021,          19,      1
00:00:00 28/09/2021,          22,      1
00:00:00 29/09/2021,         355,      1
00:00:00 30/09/2021,          41,      1
00:00:00 01/10/2021,          41,      1
00:00:00 02/10/2021,          49,      1
00:00:00 03/10/2021,          39,      1
00:00:00 04/10/2021,         310,      1
00:00:00 05/10/2021,         128,      1
00:00:00 06/10/2021,          13,      1
00:00:00 07/10/2021,          19,      1
00:00:00 08/10/2021,          23,      1
00:00:00 09/10/2021,          17,      1
00:00:00 10/10/2021,          22,      1
00:00:00 11/10/2021,          24,      1
00:00:00 12/10/2021,          15,      1
00:00:00 13/10/2021,         336,      1
00:00:00 14/10/2021,          36,      1
00:00:00 15/10/2021,          16,      1
00:00:00 16/10/2021,          12,      1
00:00:00 17/10/2021,          19,      1
00:00:00 18/10/2021,          17,      1
00:00:00 19/10/2021,         358,      1
00:00:00 20/10/2021,          28,      1
00:00:00 21/10/2021,          62,      1
00:00:00 22/10/2021,          20,      1
00:00:00 23/10/2021,         358,      1
00:00:00 24/10/2021,         335,      1
00:00:00 25/10/2021,         355,      1
00:00:00 26/10/2021,          17,      1
00:00:00 27/10/2021,          16,      1
00:00:00 28/10/2021,          11,      1
00:00:00 29/10/2021,          24,      1
00:00:00 30/10/2021,          30,      1
00:00:00 31/10/2021,         359,      1
00:00:00 01/11/2021,         351,      1
00:00:00 02/11/2021,           6,      1
00:00:00 03/11/2021,         335,      1
00:00:00 04/11/2021,         327,      1
00:00:00 05/11/2021,         348,      1
00:00:00 06/11/2021,           6,      1
00:00:00 07/11/2021,           2,      1
00:00:00 08/11/2021,         342,      1
00:00:00 09/11/2021,         358,      1
00:00:00 10/11/2021,         349,      1
00:00:00 11/11/2021,         358,      1
00:00:00 12/11/2021,          27,      1
00:00:00 13/11/2021,         320,      1
00:00:00 14/11/2021,         327,      1
00:00:00 15/11/2021,         346,      1
00:00:00 16/11/2021,         352,      1
00:00:00 17/11/2021,         345,      1
00:00:00 18/11/2021,         346,      1
00:00:00 19/11/2021,          12,      1
00:00:00 20/11/2021,           8,      1
00:00:00 21/11/2021,          27,      1
00:00:00 22/11/2021,          15,      1
00:00:00 23/11/2021,         350,      1
00:00:00 24/11/2021,           2,      1
00:00:00 25/11/2021,         344,      1
00:00:00 26/11/2021,         327,      1
00:00:00 27/11/2021,         101,      1
00:00:00 28/11/2021,         356,      1
00:00:00 29/11/2021,         335,      1
00:00:00 30/11/2021,           3,      1
00:00:00 01/12/2021,          59,      1
00:00:00 02/12/2021,          32,      1
00:00:00 03/12/2021,           6,      1
00:00:00 04/12/2021,         353,      1
00:00:00 05/12/2021,         336,      1
00:00:00 06/12/2021,         348,      1
00:00:00 07/12/2021,           4,      1
00:00:00 08/12/2021,         335,      1
00:00:00 09/12/2021,          13,      1
00:00:00 10/12/2021,         353,      1
00:00:00 11/12/2021,           1,      1
00:00:00 12/12/2021,         360,      1
00:00:00 13/12/2021,           8,      1
00:00:00 14/12/2021,          15,      1
00:00:00 15/12/2021,          48,      1
00:00:00 16/12/2021,          10,      1
00:00:00 17/12/2021,         353,      1
00:00:00 18/12/2021,          64,      1
00:00:00 19/12/2021,         349,      1
00:00:00 20/12/2021,          27,      1
00:00:00 21/12/2021,         335,      1
00:00:00 22/12/2021,         350,      1
00:00:00 23/12/2021,         342,      1
00:00:00 24/12/2021,         354,      1
00:00:00 25/12/2021,         344,      1
00:00:00 26/12/2021,         343,      1
00:00:00 27/12/2021,          17,      1
00:00:00 28/12/2021,         328,      1
00:00:00 29/12/2021,          21,      1
00:00:00 30/12/2021,          15,      1
00:00:00 31/12/2021,           2,      1
00:00:00 01/01/2022,           1,      1
00:00:00 02/01/2022,          18,      1
00:00:00 03/01/2022,          53,      1
00:00:00 04/01/2022,         344,      1
00:00:00 05/01/2022,         357,      1
00:00:00 06/01/2022,         326,      1
00:00:00 07/01/2022,           1,      1
00:00:00 08/01/2022,          15,      1
00:00:00 09/01/2022,           9,      1
00:00:00 10/01/2022,         360,      1
00:00:00 11/01/2022,         341,      1
00:00:00 12/01/2022,          30,      1
00:00:00 13/01/2022,         358,      1
00:00:00 14/01/2022,         356,      1
00:00:00 15/01/2022,          10,      1
00:00:00 16/01/2022,         359,      1
00:00:00 17/01/2022,         352,      1
00:00:00 18/01/2022,         350,      1
00:00:00 19/01/2022,          12,      1
00:00:00 20/01/2022,         341,      1
00:00:00 21/01/2022,         327,      1
00:00:00 22/01/2022,         350,      1
00:00:00 23/01/2022,          36,      1
00:00:00 24/01/2022,          26,      1
00:00:00 25/01/2022,         351,      1
00:00:00 26/01/2022,          93,      1
00:00:00 27/01/2022,           4,      1
00:00:00 28/01/2022,         355,      1
00:00:00 29/01/2022,          32,      1
00:00:00 30/01/2022,          30,      1
00:00:00 31/01/2022,          18,      1
00:00:00 01/02/2022,         359,      1
00:00:00 02/02/2022,         341,      1
00:00:00 03/02/2022,         358,      1
00:00:00 04/02/2022,          16,      1
00:00:00 05/02/2022,         348,      1
00:00:00 06/02/2022,          25,      1
00:00:00 07/02/2022,         351,      1
00:00:00 08/02/2022,          18,      1
00:00:00 09/02/2022,          22,      1
00:00:00 10/02/2022,          21,      1
00:00:00 11/02/2022,         359,      1
00:00:00 12/02/2022,         347,      1
00:00:00 13/02/2022,          20,      1
00:00:00 14/02/2022,          23,      1
00:00:00 15/02/2022,         347,      1
00:00:00 16/02/2022,          12,      1
00:00:00 17/02/2022,          33,      1
00:00:00 18/02/2022,          49,      1
00:00:00 19/02/2022,          58,      1
00:00:00 20/02/2022,         357,      1
00:00:00 21/02/2022,           9,      1
00:00:00 22/02/2022,          10,      1
00:00:00 23/02/2022,          31,      1
00:00:00 24/02/2022,          12,      1
00:00:00 25/02/2022,          15,      1
00:00:00 26/02/2022,         314,      1
00:00:00 27/02/2022,         343,      1
00:00:00 28/02/2022,         337,      1
00:00:00 01/03/2022,          40,      1
00:00:00 02/03/2022,         352,      1
00:00:00 03/03/2022,          13,      1
00:00:00 04/03/2022,          45,      1
00:00:00 05/03/2022,         350,      1
00:00:00 06/03/2022,         341,      1
00:00:00 07/03/2022,          34,      1
00:00:00 08/03/2022,          12,      1
00:00:00 09/03/2022,           2,      1
00:00:00 10/03/2022,          10,      1
00:00:00 11/03/2022,         157,      1
00:00:00 12/03/2022,          58,      1
00:00:00 13/03/2022,          53,      1
00:00:00 14/03/2022,         340,      1
00:00:00 15/03/2022,          30,      1
00:00:00 16/03/2022,         345,      1
00:00:00 17/03/2022,           6,      1
00:00:00 18/03/2022,         339,      1
00:00:00 19/03/2022,         122,      1
00:00:00 20/03/2022,         148,      1
00:00:00 21/03/2022,           8,      1
00:00:00 22/03/2022,           6,      1
00:00:00 23/03/2022,           3,      1
00:00:00 24/03/2022,           1,      1
00:00:00 25/03/2022,           4,      1
00:00:00 26/03/2022,           4,      1
00:00:00 27/03/2022,           1,      1
00:00:00 28/03/2022,          26,      1
00:00:00 29/03/2022,           1,      1
00:00:00 30/03/2022,         342,      1
00:00:00 31/03/2022,         332,      1
00:00:00 01/04/2022,         323,      1
00:00:00 02/04/2022,         326,      1
00:00:00 03/04/2022,         288,      1
00:00:00 04/04/2022,         122,      1
00:00:00 05/04/2022,         350,      1
00:00:00 06/04/2022,          90,      1
00:00:00 07/04/2022,         181,      1
00:00:00 08/04/2022,          82,      1
00:00:00 09/04/2022,          35,      1
00:00:00 10/04/2022,         339,      1
00:00:00 11/04/2022,         347,      1
00:00:00 12/04/2022,           0,      1
00:00:00 13/04/2022,          13,      1
00:00:00 14/04/2022,         358,      1
00:00:00 15/04/2022,         355,      1
00:00:00 16/04/2022,         348,      1
00:00:00 17/04/2022,         334,      1
00:00:00 18/04/2022,          25,      1
00:00:00 19/04/2022,          67,      1
00:00:00 20/04/2022,         126,      1
00:00:00 21/04/2022,         223,      1
00:00:00 22/04/2022,          38,      1
00:00:00 23/04/2022,         162,      1
00:00:00 24/04/2022,          71,      1
00:00:00 25/04/2022,           5,      1
00:00:00 26/04/2022,         301,      1
00:00:00 27/04/2022,         348,      1
00:00:00 28/04/2022,         331,      1
00:00:00 29/04/2022,         324,      1
00:00:00 30/04/2022,           2,      1
00:00:00 01/05/2022,          10,      1
00:00:00 02/05/2022,          29,      1
00:00:00 03/05/2022,          71,      1
00:00:00 04/05/2022,          26,      1
00:00:00 05/05/2022,          84,      1
00:00:00 06/05/2022,         348,      1
00:00:00 07/05/2022,          72,      1
00:00:00 08/05/2022,          17,      1
00:00:00 09/05/2022,          62,      1
00:00:00 10/05/2022,         355,      1
00:00:00 11/05/2022,          55,      1
00:00:00 12/05/2022,         346,      1
00:00:00 13/05/2022,          29,      1
00:00:00 14/05/2022,          35,      1
00:00:00 15/05/2022,          90,      1
00:00:00 16/05/2022,          16,      1
00:00:00 17/05/2022,         357,      1
00:00:00 18/05/2022,         140,      1
00:00:00 19/05/2022,         247,      1
00:00:00 20/05/2022,          97,      1
00:00:00 21/05/2022,         350,      1
00:00:00 22/05/2022,          56,      1
00:00:00 23/05/2022,          21,      1
00:00:00 24/05/2022,         130,      1
00:00:00 25/05/2022,         334,      1
00:00:00 26/05/2022,           5,      1
00:00:00 27/05/2022,           3,      1
00:00:00 28/05/2022,          53,      1
00:00:00 29/05/2022,         352,      1
00:00:00 30/05/2022,         314,      1
00:00:00 31/05/2022,          12,      1
00:00:00 01/06/2022,         111,      1
00:00:00 02/06/2022,          27,      1
00:00:00 03/06/2022,          17,      1
00:00:00 04/06/2022,           1,      1
00:00:00 05/06/2022,          90,      1
00:00:00 06/06/2022,          80,      1
00:00:00 07/06/2022,         331,      1
00:00:00 08/06/2022,         299,      1
00:00:00 09/06/2022,          20,      1
00:00:00 10/06/2022,         308,      1
00:00:00 11/06/2022,         346,      1
00:00:00 12/06/2022,          44,      1
00:00:00 13/06/2022,           8,      1
00:00:00 14/06/2022,          75,      1
00:00:00 15/06/2022,          70,      1
00:00:00 16/06/2022,         354,      1
00:00:00 17/06/2022,         351,      1
00:00:00 18/06/2022,         324,      1
00:00:00 19/06/2022,         108,      1
00:00:00 20/06/2022,          92,      1
00:00:00 21/06/2022,         337,      1
00:00:00 22/06/2022,         329,      1
00:00:00 23/06/2022,          82,      1
00:00:00 24/06/2022,         133,      1
00:00:00 25/06/2022,         328,      1
00:00:00 26/06/2022,          91,      1
00:00:00 27/06/2022,          60,      1
00:00:00 28/06/2022,         349,      1
00:00:00 29/06/2022,         343,      1
00:00:00 30/06/2022,         106,      1
00:00:00 01/07/2022,          82,      1
00:00:00 02/07/2022,          25,      1
00:00:00 03/07/2022,          48,      1
00:00:00 04/07/2022,         316,      1
00:00:00 05/07/2022,         347,      1
00:00:00 06/07/2022,         266,      1
00:00:00 07/07/2022,          25,      1
00:00:00 08/07/2022,         354,      1
00:00:00 09/07/2022,           9,      1
00:00:00 10/07/2022,         347,      1
00:00:00 11/07/2022,         114,      1
00:00:00 12/07/2022,         358,      1
00:00:00 13/07/2022,         343,      1
00:00:00 14/07/2022,           8,      1
00:00:00 15/07/2022,           9,      1
00:00:00 16/07/2022,          46,      1
00:00:00 17/07/2022,         279,      1
00:00:00 18/07/2022,          99,      1
00:00:00 19/07/2022,         100,      1
00:00:00 20/07/2022,          70,      1
00:00:00 21/07/2022,          91,      1
00:00:00 22/07/2022,         104,      1
00:00:00 23/07/2022,         329,      1
00:00:00 24/07/2022,         322,      1
00:00:00 25/07/2022,          99,      1
00:00:00 26/07/2022,         354,      1
00:00:00 27/07/2022,         324,      1
00:00:00 28/07/2022,         354,      1
00:00:00 29/07/2022,         339,      1
00:00:00 30/07/2022,         332,      1
00:00:00 31/07/2022,         351,      1
00:00:00 01/08/2022,          10,      1
00:00:00 02/08/2022,         340,      1
00:00:00 03/08/2022,          22,      1
00:00:00 04/08/2022,          14,      1
00:00:00 05/08/2022,          25,      1
00:00:00 06/08/2022,         348,      1
00:00:00 07/08/2022,          32,      1
00:00:00 08/08/2022,          26,      1
00:00:00 09/08/2022,          11,      1
00:00:00 10/08/2022,         157,      1
00:00:00 11/08/2022,         150,      1
00:00:00 12/08/2022,         120,      1
00:00:00 13/08/2022,           1,      1
00:00:00 14/08/2022,          77,      1
00:00:00 15/08/2022,          77,      1
00:00:00 16/08/2022,         340,      1
00:00:00 17/08/2022,          75,      1
00:00:00 18/08/2022,         357,      1
00:00:00 19/08/2022,          73,      1
00:00:00 20/08/2022,           6,      1
00:00:00 21/08/2022,         357,      1
00:00:00 22/08/2022,         346,      1
00:00:00 23/08/2022,         351,      1
00:00:00 24/08/2022,           3,      1
00:00:00 25/08/2022,          64,      1
00:00:00 26/08/2022,          43,      1
00:00:00 27/08/2022,          30,      1
00:00:00 28/08/2022,          48,      1
00:00:00 29/08/2022,          66,      1
00:00:00 30/08/2022,           1,      1
00:00:00 31/08/2022,         335,      1
00:00:00 01/09/2022,         331,      1
00:00:00 02/09/2022,          96,      1
00:00:00 03/09/2022,          60,      1
00:00:00 04/09/2022,         329,      1
00:00:00 05/09/2022,          39,      1
00:00:00 06/09/2022,          43,      1
00:00:00 07/09/2022,         337,      1
00:00:00 08/09/2022,         319,      1
00:00:00 09/09/2022,         324,      1
00:00:00 10/09/2022,         336,      1
00:00:00 11/09/2022,         347,      1
00:00:00 12/09/2022,          11,      1
00:00:00 13/09/2022,         357,      1
00:00:00 14/09/2022,          99,      1
00:00:00 15/09/2022,          66,      1
00:00:00 16/09/2022,           5,      1
00:00:00 17/09/2022,           8,      1
00:00:00 18/09/2022,          12,      1
00:00:00 19/09/2022,         352,      1
00:00:00 20/09/2022,          11,      1
00:00:00 21/09/2022,          52,      1
00:00:00 22/09/2022,          98,      1
00:00:00 23/09/2022,         337,      1
00:00:00 24/09/2022,          85,      1
00:00:00 25/09/2022,         335,      1
00:00:00 26/09/2022,         355,      1
00:00:00 27/09/2022,          28,      1
00:00:00 28/09/2022,         327,      1
00:00:00 29/09/2022,         340,      1
00:00:00 30/09/2022,         338,      1
00:00:00 01/10/2022,         328,      1
